ID,STATE,COUNTY,PAYAM,FACIL_NAME,FACIL_NAME2,LATITUDE,LONGITUDE,Q_CODE,HF_CODE,HF_TYPE,FUNCTIONAL Status,Source
1346,Jonglei,Nyirol,Waat,Waat PHCC,Waat PHCC,8.18497,32.15296,72038,15,PHCU,,
1347,Jonglei,Nyirol,,Majok PHCU,Majok PHCU,8.47565,32.05856,72039,15,PHCU,,
1331,Jonglei,Twic East,Ajuong,Paliau PHCC,Paliau PHCC,6.96007,31.37843,72022,14,PHCC,Functional,
1329,Jonglei,Twic East,Kongor,Kongor PHCU,Kongor PHCU,7.15623,31.35528,72020,15,PHCU,Non Functional,
1328,Jonglei,Twic East,Kongor,Pager PHCU,Pager PHCU,7.19541,31.38521,72019,15,PHCU,,
1327,Jonglei,Twic East,Lith,Kiir PHCU,Kiir PHCU,7.26050,31.35880,72018,15,PHCU,,
1326,Jonglei,Twic East,Lith,Mabior PHCU,Mabior PHCU,7.29196,31.38855,72017,15,PHCU,,
1330,Jonglei,Twic East,Lith,Wernyol PHCC,Wernyol PHCC,7.32845,31.41489,72021,14,PHCC,Functional,
1333,Jonglei,Twic East,Nyuak,Baping PHCU,Baping PHCU,7.07602,31.42838,72024,15,PHCU,,
1334,Jonglei,Twic East,Nyuak,Lual-ajokbil PHCU,Lual-Ajokbil PHCU,7.05800,31.39037,72025,15,PHCU,,
1332,Jonglei,Twic East,Nyuak,Wangulei PHCU,Wangulei PHCU,7.08475,31.37746,72023,15,PHCU,,
1336,Jonglei,Twic East,Pakeer,Marial PHCU,Marial PHCU,6.87947,31.37882,72027,15,PHCU,,
1337,Jonglei,Twic East,Pakeer,Patiou PHCU,Patiou PHCU,6.77577,31.40850,72028,15,PHCU,,
1338,Jonglei,Twic East,,Maar Pifca PHCU,Maar Pifca PHCU,6.90220,31.37147,72029,15,PHCU,,
1355,Jonglei,Uror,Modit,Modit PHCU,Modit PHCU,7.99955,31.87726,72047,15,PHCU,,
1353,Jonglei,Uror,Payai Centre,Payai PHCU,Payai PHCU,7.98745,31.96594,72045,15,PHCU,,
1359,Jonglei,Uror,Pieri,Pieri PHCC,Pieri PHCC,8.04097,32.03160,72051,15,PHCU,,
1354,Jonglei,Uror,Pul Chuol,Pul Chuol PHCC,Pul Chuol PHCC,8.11053,31.96265,72046,15,PHCU,,
1352,Jonglei,Uror,Uror,Yuai PHCC,Yuai PHCC,7.90507,31.89112,72044,14,PHCC,,
1357,Jonglei,Uror,,Karam PHCU,Karam PHCU,8.21059,31.82317,72049,15,PHCU,,
1358,Jonglei,Uror,,Motot PHCU,Motot PHCU,8.16319,32.04853,72050,15,PHCU,,
1351,Jonglei,Uror,,MSF-H PHCU,Msf-H PHCU,7.90789,31.89108,72043,15,PHCU,,
1350,Jonglei,Uror,,Pamai PHCU,Pamai PHCU,7.79255,31.87915,72042,15,PHCU,,
1356,Jonglei,Uror,,Pathai PHCU,Pathai PHCU,8.07111,31.83527,72048,15,PHCU,,
515,Lakes,Rumbek Centre,Matangai,ABEER PHCU,Abeer PHCU,6.872390,29.575240,84017,15,PHCU,,
498,Lakes,Rumbek Centre,Jiir,ABIEI AJOK PHCU,Abiei Ajok PHCU,6.739930,29.663450,84027,15,PHCU,,
521,Lakes,Cueibet,Abiriu,ABIRIU PHCC,Abiriu PHCC,6.939310,29.423910,84003,14,PHCC,,
441,Lakes,Awerial,,ABUYUNG PHCU,Abuyung PHCU,6.354580,31.127890,84103,15,PHCU,Functional,
493,Lakes,Yirol East,Tinagau,ACIGOR PHCU,Acigor PHCU,6.711160,30.496470,84097,15,PHCU,,
503,Lakes,Yirol East,Adior,ADIOR PHCC (RURAL HP,Adior PHCC (Rural Hp,6.780630,30.721610,84087,14,PHCC,,
486,Lakes,Rumbek East,Pacong,ADIRDIR PHCU,Adirdir PHCU,6.678100,29.827480,84049,15,PHCU,,
475,Lakes,Rumbek East,Atiaba,ADOL PHCC,Adol PHCC,6.627180,29.919690,84053,14,PHCC,,
446,Lakes,Yirol West,Aluakluak,AGONY PHCU,Agony PHCU,6.436590,30.054860,84084,15,PHCU,,
462,Lakes,Rumbek East,Akot,AKUT PHCC,Akut PHCC,6.553590,30.038040,84068,14,PHCC,,
452,Lakes,Yirol West,Aluakluak,ALUAK LUAK PHCC,Aluak Luak PHCC,6.468200,30.105100,84083,14,PHCC,,
476,Lakes,Rumbek East,,AMER PHCU,Amer PHCU,6.631580,29.769870,84063,15,PHCU,,
518,Lakes,Cueibet,Abiriu,AMETHDUOL PHCU,Amethduol PHCU,6.892180,29.521910,84002,15,PHCU,,
482,Lakes,Rumbek East,Paloch,AMETHIC PHCU,Amethic PHCU,6.657580,30.482870,84094,15,PHCU,,
512,Lakes,Cueibet,Ngap,ANGONGRIAL PHCC,Angongrial PHCC,6.852300,29.225490,84006,14,PHCC,,
436,Lakes,Yirol West,Anuol,ANUOL PHCC,Anuol PHCC,6.258130,30.382680,84082,14,PHCC,,
481,Lakes,Yirol West,Abang,ARUAU PHCU,Aruau PHCU,6.655810,30.628610,84074,15,PHCU,,
473,Lakes,Yirol East,Lekakedu,ARUOMNYIOL PHCU,Aruomnyiol PHCU,6.610490,30.513430,84099,15,PHCU,,
465,Lakes,Rumbek East,Atiaba,ATIABA PHCU,Atiaba PHCU,6.573940,29.962680,84055,15,PHCU,,
449,Lakes,Yirol West,Aluakluak,ATIRIU PHCU,Atiriu PHCU,6.454630,30.017030,84069,15,PHCU,,
459,Lakes,Rumbek East,Aduel,AWAC PHCU,Awac PHCU,6.520500,29.808660,84058,15,PHCU,,
516,Lakes,Rumbek Centre,Malek,AYEI PHCU,Ayei PHCU,6.881760,29.626420,84022,15,PHCU,,
526,Lakes,Cueibet,Malon Pec,BARHGET PHCU,Barhget PHCU,7.018962,29.155026,84012,15,PHCU,,
472,Lakes,Rumbek Centre,Mayom,BELLWAU PHCU,Bellwau PHCU,6.607677,29.449910,84024,15,PHCU,,
477,Lakes,Yirol West,Abang,BETOI PHCU,Betoi PHCU,6.637830,30.688490,84071,15,PHCU,,
495,Lakes,Wulu,Bargel,BHAR GEL PHCU,Bhar Gel PHCU,6.720772,29.155027,84039,15,PHCU,,
500,Lakes,Yirol East,Yali,BILING PHCU,Biling PHCU,6.741880,30.657810,84088,15,PHCU,,
442,Lakes,Rumbek East,Aduel,BILLING HOSPITAL,Billing Hospital,6.394870,29.793190,84057,13,County Hospital,,
469,Lakes,Rumbek East,Atiaba,BORALIOP (CBHC) PHCC,Boraliop (Cbhc) PHCC,6.595460,29.879750,84054,14,PHCC,,
433,Lakes,Awerial,Bun-agok,BUNAGOK PHCC,Bunagok PHCC,6.213470,30.995410,84102,14,PHCC,Functional,
517,Lakes,Rumbek Centre,Mayom,CHUEI-COK PHCU,Chuei-Cok PHCU,6.885200,29.543360,84025,15,PHCU,,
530,Lakes,Cueibet,Citcok,CITCOK PHCU,Citcok PHCU,7.194868,29.222009,84013,15,PHCU,,
501,Lakes,Rumbek Centre,Matangai,COLOCOK PHCC,Colocok PHCC,6.760470,29.542060,84019,15,PHCU,,
497,Lakes,Rumbek East,Cueicok,CUEI CHOK PHCU,Cuei Chok PHCU,6.725450,29.745460,84065,15,PHCU,,
525,Lakes,Cueibet,Malon Pec,CUEIBET COUNTY HOSPT,Cueibet County Hospt,7.013111,29.241811,84010,13,County Hospital,,
448,Lakes,Rumbek East,Pacong,CUELBALAC PHCU,Cuelbalac PHCU,6.453780,29.762580,84050,15,PHCU,,
510,Lakes,Rumbek Centre,Jiir,DENG NHIAL PHCU,Deng Nhial PHCU,6.824020,29.677610,84030,15,PHCU,,
466,Lakes,Rumbek East,Aduel,DHIAKUEI PHCU,Dhiakuei PHCU,6.574140,29.827430,84070,15,PHCU,,
432,Lakes,Wulu,Domoloto,DOTECKU PHCU,Dotecku PHCU,6.134640,29.478850,84041,15,PHCU,,
522,Lakes,Cueibet,Duony,DUONY PHCU,Duony PHCU,6.968160,29.371740,84007,15,PHCU,,
454,Lakes,Yirol West,Geng-geng,GENG GENG PHCU,Geng Geng PHCU,6.477500,30.593870,84076,15,PHCU,,
451,Lakes,Wulu,Wulu,GUBA PHCU (LILA),Guba PHCU (Lila),6.467142,29.549952,84043,15,PHCU,,
506,Lakes,Wulu,Bargel,GULMER PHCU,Gulmer PHCU,6.804225,29.684741,84036,15,PHCU,,
519,Lakes,Rumbek Centre,Malek,JUIT-JUIT PHCU,Juit-Juit PHCU,6.907520,29.586200,84021,15,PHCU,,
494,Lakes,Yirol East,Yali,KAP PHCU,Kap PHCU,6.715860,30.446430,84096,15,PHCU,,
471,Lakes,Yirol West,Abang,KAWIC PHCU,Kawic PHCU,6.606490,30.429560,84073,15,PHCU,,
453,Lakes,Rumbek East,Aduel,KOLCUM PHCU,Kolcum PHCU,6.474280,29.809530,84060,15,PHCU,,
520,Lakes,Cueibet,Abiriu,KUBUR WILLIAM,Kubur William,6.910650,29.475670,84004,15,PHCU,,
464,Lakes,Wulu,Wulu,KUEL KUECH PHCC,Kuel Kuech PHCC,6.571131,29.636262,84045,14,PHCC,,
438,Lakes,Wulu,Makundi,LAAM PHCU,Laam PHCU,6.329761,29.914550,84034,15,PHCU,,
478,Lakes,Yirol East,Malek,LANG MATOL PHCU,Lang Matol PHCU,6.641073,30.970800,84091,15,PHCU,,
528,Lakes,Cueibet,Malon Pec,LANGDIT PHCU,Langdit PHCU,7.059000,29.090000,84009,15,PHCU,,
485,Lakes,Yirol East,Lekakedu,LEKAKEDU PHCU,Lekakedu PHCU,6.677160,30.586440,84098,15,PHCU,,
456,Lakes,Rumbek East,Atiaba,MABARIC PHCU,Mabaric PHCU,6.504820,29.874850,84061,15,PHCU,,
458,Lakes,Rumbek East,Aduel,MABOR DUANG PHCU,Mabor Duang PHCU,6.518030,29.839220,84051,15,PHCU,,
450,Lakes,Yirol East,Malek,MADING/THIAN PHCU,Mading/Thian PHCU,6.456030,31.170130,84089,15,PHCU,,
437,Lakes,Yirol West,Anuol,MAGENG PHCU,Mageng PHCU,6.321610,30.322440,84080,15,PHCU,,
463,Lakes,Rumbek East,Aduel,MAJAKJIER PHCU,Majakjier PHCU,6.560290,29.849910,84059,15,PHCU,,
480,Lakes,Wulu,Bargel,MAKEMBELLA PHCU,Makembella PHCU,6.649510,29.651330,84038,15,PHCU,,
479,Lakes,Rumbek Centre,Jiir,MAKEMBELLE PHCC,Makembelle PHCC,6.643950,29.650570,84032,14,PHCC,,
470,Lakes,Wulu,Bargel,MAKOOR PHCU,Makoor PHCU,6.600477,29.309978,84035,15,PHCU,,
531,Lakes,Rumbek Centre,Malek,MALEK PHCU,Malek PHCU,7.205870,29.719940,84020,15,PHCU,,
496,Lakes,Yirol East,Malek,MALEK PHCU,Malek PHCU,6.721100,30.796340,84090,15,PHCU,,
492,Lakes,Rumbek East,Maleng-agok,MALENG AGOLA PHCU,Maleng Agola PHCU,6.708890,29.763090,84066,15,PHCU,,
489,Lakes,Rumbek Centre,Jiir,MALOU MEDI. CORPS,Malou Medi. Corps,6.690968,29.661028,84033,14,PHCC,,
529,Lakes,Cueibet,Malon Pec,MALOU PEC PHCU,Malou Pec PHCU,7.110418,29.029535,84011,15,PHCU,,
445,Lakes,Rumbek East,,MALOU PHCU,Malou PHCU,6.434490,29.759610,84064,15,PHCU,,
509,Lakes,Rumbek Centre,Matangai,MALTESER INT. PHCC,Malteser Int. PHCC,6.817300,29.666160,84016,14,PHCC,,
504,Lakes,Rumbek Centre,Jiir,MALUAL BAB PHCC,Malual Bab PHCC,6.800170,29.675440,84029,14,PHCC,,
440,Lakes,Yirol West,Mapuordit,MARY IMMACULATE HOSP,Mary Immaculate Hosp,6.337700,30.072410,84085,13,County Hospital,,
474,Lakes,Rumbek East,,MATHIANG KOK PHCU,Mathiang Kok PHCU,6.626220,29.746860,84062,15,PHCU,,
513,Lakes,Rumbek Centre,Malek,MATHIANG PHCU,Mathiang PHCU,6.867260,29.639330,84023,15,PHCU,,
523,Lakes,Cueibet,Malon Pec,MAYANTHON PHCU,Mayanthon PHCU,6.971540,29.221830,84008,15,PHCU,,
524,Lakes,Cueibet,Abiriu,MAYATH PHCU,Mayath PHCU,6.990320,29.328760,84001,15,PHCU,,
488,Lakes,Wulu,Bargel,MUORKUEC PHCU,Muorkuec PHCU,6.688380,29.502230,84037,15,PHCU,,
435,Lakes,Wulu,Domoloto,NUKTAMAGA (DOMOTOLO),Nuktamaga (Domotolo),6.246550,29.619730,84042,15,PHCU,,
514,Lakes,Rumbek Centre,Matangai,NYANG KOOT PHCU,Nyang Koot PHCU,6.870410,29.671450,84018,15,PHCU,,
491,Lakes,Yirol East,Lekakedu,NYANG PHCC,Nyang PHCC,6.707940,30.605540,84110,14,PHCC,,
444,Lakes,Yirol West,Geng-geng,PABUR PHCU,Pabur PHCU,6.432610,30.598990,84075,15,PHCU,,
490,Lakes,Rumbek East,Pacong,PACONG PHCC,Pacong PHCC,6.692740,29.789070,84048,14,PHCC,,
499,Lakes,Yirol East,Pagarau,PAGARAW PHCU,Pagaraw PHCU,6.740650,30.408290,84101,14,PHCC,,
502,Lakes,Rumbek East,Paloch,PALOK PHCU,Palok PHCU,6.767230,30.102660,84067,15,PHCU,,
484,Lakes,Rumbek East,Pacong,PANAWACH PHCU,Panawach PHCU,6.675850,29.813630,84047,15,PHCU,,
468,Lakes,Yirol West,Ghar (Gher),PANDIT PHCU,Pandit PHCU,6.594160,30.150390,84079,15,PHCU,,
467,Lakes,Yirol West,Abang,PANKAR PHCU,Pankar PHCU,6.577650,30.478340,84072,15,PHCU,,
434,Lakes,Yirol West,Anuol,PING PATH PHCU,Ping Path PHCU,6.242040,30.421940,84081,15,PHCU,,
447,Lakes,Yirol East,Malek,RAMCHIEL PHCU,Ramchiel PHCU,6.438250,30.967670,84092,15,PHCU,,
507,Lakes,Rumbek Centre,Jiir,RUMBEK CENTER PRISON,Rumbek Center Prison,6.807360,29.676030,84028,14,PHCC,,
505,Lakes,Rumbek Centre,Jiir,RUMBEK SEC SCH CLINI,Rumbek Sec Sch Clini,6.801040,29.686920,84026,15,PHCU,,
508,Lakes,Rumbek Centre,Matangai,RUMBEK STATE HOSP.,Rumbek State Hosp.,6.810214,29.678024,84015,12,State Hospital,,
527,Lakes,Yirol East,Adior,SHAMBE PHCU,Shambe PHCU,7.105740,30.773840,84086,15,PHCU,,
460,Lakes,Yirol West,Yirol,ST. JOSEPH HOSPITAL,St. Joseph Hospital,6.548280,30.494880,84077,13,County Hospital,,
511,Lakes,Cueibet,Ngap,ST.JOSEPHINE BAKHITA,St.Josephine Bakhita,6.851130,29.222010,84005,17,Specialized Hospital,,
487,Lakes,Yirol East,Yali,THONABUTKOK PHCU,Thonabutkok PHCU,6.678890,30.415900,84095,15,PHCU,,
532,Lakes,Cueibet,Citcok,TIAPTIAP PHCU,Tiaptiap PHCU,7.325156,29.324202,84014,15,PHCU,,
443,Lakes,Rumbek East,Atiaba,TILKUC PHCC,Tilkuc PHCC,6.431320,29.901120,84056,14,PHCC,,
439,Lakes,Wulu,Wulu,TONJO PHCU,Tonjo PHCU,6.332184,29.726893,84046,15,PHCU,,
455,Lakes,Rumbek East,Atiaba,WARLIET PHCU,Warliet PHCU,6.499230,29.972010,84052,15,PHCU,,
431,Lakes,Wulu,Domoloto,WOKOU PHCU,Wokou PHCU,6.093820,29.767990,84040,15,PHCU,,
457,Lakes,Wulu,Wulu,WULU PHCC,Wulu PHCC,6.508636,29.627166,84044,14,PHCC,,
461,Lakes,Yirol West,Yirol,YIROL COUNTY HOSP.,Yirol County Hosp.,6.553310,30.501720,84078,13,County Hospital,,
483,Lakes,Yirol East,Yali,YOLI PHCU,Yoli PHCU,6.657580,30.482870,84093,15,PHCU,,
536,Northern Bahr el Ghazal,Aweil Centre,Abul,ABUL,Abul,7.431990,26.415400,82070,15,PHCU,,
537,Northern Bahr el Ghazal,Aweil Centre,Abul,AWODA PHCC,Awoda PHCC,8.040700,26.502080,82049,14,PHCC,Functional,
540,Northern Bahr el Ghazal,Aweil Centre,Achana,UMORA PHCU,Umora PHCU,8.264410,26.341800,82078,15,PHCU,,
541,Northern Bahr el Ghazal,Aweil Centre,Aroyo,AROYO,Aroyo,8.403320,26.512590,82092,14,PHCC,Functional,
544,Northern Bahr el Ghazal,Aweil Centre,Aroyo,KUOM PHCU,Kuom PHCU,8.431890,27.245770,82063,15,PHCU,Functional,
538,Northern Bahr el Ghazal,Aweil Centre,Bhar Mayen,BARMAYEN PHCU,Barmayen PHCU,8.214940,27.364560,82082,15,PHCU,Functional,
539,Northern Bahr el Ghazal,Aweil Centre,Bhar Mayen,BAU PHCU,Bau PHCU,8.255700,27.453000,82076,15,PHCU,,
558,Northern Bahr el Ghazal,Aweil Centre,Chel South,AKUANGKAR,Akuangkar,8.809420,26.850140,82081,15,PHCU,Functional,
567,Northern Bahr el Ghazal,Aweil Centre,Chel South,NYINLEL PHCU,Nyinlel PHCU,8.949430,26.904200,82042,15,PHCU,Functional,
543,Northern Bahr el Ghazal,Aweil Centre,Nyalath,NYALATH PHCU,Nyalath PHCU,8.424180,27.170660,82086,15,PHCU,Functional,
549,Northern Bahr el Ghazal,Aweil Centre,,AWILIC PHCU,Awilic PHCU,8.501990,27.252120,82048,15,PHCU,Functional,
636,Northern Bahr el Ghazal,Aweil East,Baach,BAKON PHCU,Bakon PHCU,9.437410,27.716810,82023,15,PHCU,,
572,Northern Bahr el Ghazal,Aweil East,Baach,CUOMATOR PHCU,Cuomator PHCU,8.997280,27.541480,82033,15,PHCU,Functional,
570,Northern Bahr el Ghazal,Aweil East,Baach,GOLDHIM TB HOSPITAL,Goldhim Tb Hospital,8.987520,27.593270,82010,17,Specialized Hospital,,
574,Northern Bahr el Ghazal,Aweil East,Baach,MABIL PHCC,Mabil PHCC,9.002610,27.579960,82012,14,PHCC,Functional,
533,Northern Bahr el Ghazal,Aweil East,Baach,MAJOKAKEN PHCU,Majokaken PHCU,4.851400,31.855340,82031,15,PHCU,Functional,
579,Northern Bahr el Ghazal,Aweil East,Baach,MALUALKON PHCC,Malualkon PHCC,9.013590,27.624809,82016,14,PHCC,Functional,
629,Northern Bahr el Ghazal,Aweil East,Baach,OMDURAMAN PHCU,Omduraman PHCU,9.234350,27.511990,82034,15,PHCU,Functional,
534,Northern Bahr el Ghazal,Aweil East,Baach,RUMWET KOR PHCU,Rumwet Kor PHCU,4.851400,31.585340,82035,15,PHCU,Functional,
582,Northern Bahr el Ghazal,Aweil East,Baach,WARAWAR PHCU,Warawar PHCU,9.016810,27.626780,82030,15,PHCU,Functional,
591,Northern Bahr el Ghazal,Aweil East,Madhol,AMAR JAL PHCU,Amar Jal PHCU,9.055530,27.678060,82027,15,PHCU,,
616,Northern Bahr el Ghazal,Aweil East,Madhol,AMETH AKOK PHCU,Ameth Akok PHCU,9.128640,27.769170,82026,15,PHCU,,
588,Northern Bahr el Ghazal,Aweil East,Madhol,MADHOL PHCU,Madhol PHCU,9.038720,27.702980,82037,15,PHCU,Functional,
628,Northern Bahr el Ghazal,Aweil East,Madhol,RUMROL PHCU,Rumrol PHCU,9.216930,27.706200,82014,15,PHCU,Functional,
638,Northern Bahr el Ghazal,Aweil East,Malual-bai,ADOOR PHCU,Adoor PHCU,9.446560,27.749860,82018,15,PHCU,Functional,
602,Northern Bahr el Ghazal,Aweil East,Malual-bai,AMETH PHCU,Ameth PHCU,9.085580,27.897150,82011,15,PHCU,Functional,
571,Northern Bahr el Ghazal,Aweil East,Malual-bai,ATUCT PHCU,Atuct PHCU,8.993910,27.756250,82029,15,PHCU,Non Functional,
592,Northern Bahr el Ghazal,Aweil East,Malual-bai,MALUAL BAAI PHCC,Malual Baai PHCC,9.059250,27.759880,82032,14,PHCC,Functional,
639,Northern Bahr el Ghazal,Aweil East,Mangar-tong I,MABOK TONG PHCU,Mabok Tong PHCU,9.979680,27.771067,82019,15,PHCU,Functional,
573,Northern Bahr el Ghazal,Aweil East,Mangar-tong I,MANGAR-TONG PHCU,Mangar-Tong PHCU,9.074190,27.548580,82024,15,PHCU,Functional,
561,Northern Bahr el Ghazal,Aweil East,Mangar-tong I,NYANRUET PHCU,Nyanruet PHCU,8.879420,27.480590,82009,15,PHCU,,
620,Northern Bahr el Ghazal,Aweil East,Mangar-tong I,RIAL DIIT PHCC,Rial Diit PHCC,9.136740,27.510980,82021,15,PHCU,Functional,
559,Northern Bahr el Ghazal,Aweil East,Mangar-tong I,TIT-CHOK PHCU,Tit-Chok PHCU,8.858620,27.539770,82020,15,PHCU,Functional,
580,Northern Bahr el Ghazal,Aweil East,Mangar-tong I,WONYJOK PHCC,Wonyjok PHCC,9.014000,27.568270,82028,14,PHCC,,
637,Northern Bahr el Ghazal,Aweil East,Mangok,MAJOK YITH THIOU,Majok Yith Thiou,9.695580,27.787320,82038,15,PHCU,Functional,
589,Northern Bahr el Ghazal,Aweil East,Mangok,MANGOK PHCU,Mangok PHCU,9.042560,27.385960,82017,15,PHCU,Functional,
569,Northern Bahr el Ghazal,Aweil East,Mangok,PETH PHCU,Peth PHCU,8.964470,27.797250,82001,15,PHCU,Functional,
597,Northern Bahr el Ghazal,Aweil East,Mangok,RUMWEL PHCU,Rumwel PHCU,9.073500,27.850880,82036,15,PHCU,Functional,
635,Northern Bahr el Ghazal,Aweil East,Wunlang,MALUAL KUEL PCHU,Malual Kuel Pchu,9.428450,27.301810,82022,15,PHCU,Functional,
535,Northern Bahr el Ghazal,Aweil East,Wunlang,RUPAKER PHCU,Rupaker PHCU,4.851400,31.855340,82008,15,PHCU,,
587,Northern Bahr el Ghazal,Aweil East,Wunlang,WUTLANG PHCU,Wutlang PHCU,9.035850,27.512760,82015,15,PHCU,,
568,Northern Bahr el Ghazal,Aweil East,Yargot,AKUEM CIVIL HOSPITAL,Akuem Civil Hospital,8.962100,27.500690,82025,13,County Hospital,Functional,
633,Northern Bahr el Ghazal,Aweil East,Yargot,MALUAL DIT PHCU,Malual Dit PHCU,9.249830,27.343910,82039,15,PHCU,Functional,
577,Northern Bahr el Ghazal,Aweil East,Yargot,YARGOT PHCU,Yargot PHCU,9.008130,27.459180,82040,15,PHCU,Functional,
632,Northern Bahr el Ghazal,Aweil East,,LIETH PHCU,Lieth PHCU,9.247280,27.783610,82013,15,PHCU,Functional,
593,Northern Bahr el Ghazal,Aweil North,Ariath,ARIATH,Ariath,9.061800,27.132050,82075,15,PHCU,Functional,
605,Northern Bahr el Ghazal,Aweil North,Ariath,KAJIK,Kajik,9.100070,27.081240,82077,15,PHCU,Functional,
626,Northern Bahr el Ghazal,Aweil North,Malual Centre,AJAK WOL,Ajak Wol,9.194510,27.061470,82101,15,PHCU,Functional,
606,Northern Bahr el Ghazal,Aweil North,Malual Centre,MUTUIC PHCU,Mutuic PHCU,9.101150,27.020890,82103,15,PHCU,,
614,Northern Bahr el Ghazal,Aweil North,Malual Centre,PAMAT,Pamat,9.125150,27.000240,82073,15,PHCU,Functional,
634,Northern Bahr el Ghazal,Aweil North,Malual East,JAAC PHCU,Jaac PHCU,9.264970,27.084250,82068,15,PHCU,Functional,
585,Northern Bahr el Ghazal,Aweil North,Malual East,JAAC PPF PHCU,Jaac Ppf PHCU,9.028260,27.081000,82098,15,PHCU,,
625,Northern Bahr el Ghazal,Aweil North,Malual East,MABIOR ANGUI,Mabior Angui,9.173180,27.133450,82099,15,PHCU,Functional,
600,Northern Bahr el Ghazal,Aweil North,Malual East,MAKUAC AKEC,Makuac Akec,9.083810,27.180330,82094,15,PHCU,Functional,
627,Northern Bahr el Ghazal,Aweil North,Malual East,MALUAL DENG ARUOM,Malual Deng Aruom,9.211590,27.114430,82083,15,PHCU,Functional,
583,Northern Bahr el Ghazal,Aweil North,Malual East,MAYEN ULOM,Mayen Ulom,9.021370,27.170740,82055,15,PHCU,Functional,
618,Northern Bahr el Ghazal,Aweil North,Malual East,RUMADING,Rumading,9.132740,27.173600,82102,15,PHCU,Functional,
631,Northern Bahr el Ghazal,Aweil North,Malual East,WARAPEI,Warapei,9.242620,27.084670,82091,15,PHCU,Functional,
578,Northern Bahr el Ghazal,Aweil North,Malual East,WARGENG PHCU,Wargeng PHCU,9.011970,27.215490,82041,15,PHCU,Functional,
581,Northern Bahr el Ghazal,Aweil North,Malual East,WATHOK PHCU,Wathok PHCU,9.015100,27.134740,82067,15,PHCU,Functional,
550,Northern Bahr el Ghazal,Aweil North,Malual North,AKUAKOC,Akuakoc,8.565270,26.235120,82059,15,PHCU,,
613,Northern Bahr el Ghazal,Aweil North,Malual North,AYAI,Ayai,9.123450,26.494290,82093,15,PHCU,Functional,
615,Northern Bahr el Ghazal,Aweil North,Malual North,GOKMACER,Gokmacer,9.125620,26.515850,82056,14,PHCC,Functional,
623,Northern Bahr el Ghazal,Aweil North,Malual North,MAROL DENG GENG,Marol Deng Geng,9.144800,27.034710,82095,15,PHCU,Functional,
609,Northern Bahr el Ghazal,Aweil North,Malual North,MAYOM ADHEL,Mayom Adhel,9.115630,26.572820,82104,15,PHCU,Functional,
604,Northern Bahr el Ghazal,Aweil North,Malual North,PETH PHCU,Peth PHCU,9.094620,26.541750,82071,15,PHCU,Functional,
611,Northern Bahr el Ghazal,Aweil North,Malual North,ROINGUT,Roingut,9.120100,26.552450,82058,15,PHCU,Functional,
596,Northern Bahr el Ghazal,Aweil North,Malual West,AKUAK MALUAL,Akuak Malual,9.070230,26.380360,82087,15,PHCU,Functional,
552,Northern Bahr el Ghazal,Aweil North,Malual West,JURBEECH,Jurbeech,8.581160,26.230940,82088,15,PHCU,,
595,Northern Bahr el Ghazal,Aweil North,Malual West,MAJAKBAI PHCC,Majakbai PHCC,9.065890,26.473630,82072,14,PHCC,Functional,
601,Northern Bahr el Ghazal,Aweil North,Malual West,MANYIEL,Manyiel,9.084650,26.513860,82089,15,PHCU,Functional,
608,Northern Bahr el Ghazal,Aweil North,Malual West,WARCHUEI,Warchuei,9.103360,26.442530,82060,15,PHCU,Functional,
630,Northern Bahr el Ghazal,Aweil North,,CHALEEK PHCU,Chaleek PHCU,9.241690,27.111010,82084,15,PHCU,Functional,
548,Northern Bahr el Ghazal,Aweil South,Ayai,AYAI PHCU,Ayai PHCU,8.490574,27.405246,82005,15,PHCU,Functional,
554,Northern Bahr el Ghazal,Aweil South,Gakrol,WUNCUM,Wuncum,8.661580,27.677160,82109,15,PHCU,Functional,
547,Northern Bahr el Ghazal,Aweil South,Nyieth,NYETH PHCU,Nyeth PHCU,8.472094,27.483328,82003,15,PHCU,Functional,
553,Northern Bahr el Ghazal,Aweil South,Nyocawany I,MALEKALEL,Malekalel,8.588820,27.594330,82108,15,PHCU,Functional,
546,Northern Bahr el Ghazal,Aweil South,Tiar-aleit,TIERALIET PHCU,Tieraliet PHCU,8.465660,27.533560,82007,15,PHCU,Functional,
542,Northern Bahr el Ghazal,Aweil South,Wathmuok (Wuthmuok),WATHMUOK PHCU,Wathmuok PHCU,8.696930,27.681300,82006,15,PHCU,Functional,
590,Northern Bahr el Ghazal,Aweil West,Ayat Centre,MAYOM PHCU,Mayom PHCU,9.054100,26.424009,82061,15,PHCU,Functional,
610,Northern Bahr el Ghazal,Aweil West,Ayat Centre,WUNGIIR,Wungiir,9.119820,26.755970,82045,15,PHCU,Functional,
594,Northern Bahr el Ghazal,Aweil West,Ayat East,MALEKA DERA,Maleka Dera,9.064900,26.784160,82064,15,PHCU,Functional,
607,Northern Bahr el Ghazal,Aweil West,Ayat East,MARIALBAI,Marialbai,9.102560,26.850880,82053,14,PHCC,Functional,
599,Northern Bahr el Ghazal,Aweil West,Ayat East,PANLANG,Panlang,9.081550,29.847480,82051,15,PHCU,,
566,Northern Bahr el Ghazal,Aweil West,Ayat West,AKUAKRAK PHCU,Akuakrak PHCU,8.947960,26.397440,82066,15,PHCU,Functional,
