,Report date,State,County,Facility,Facility type,Functionality,OPD,EPI,ANC,PNC,SBA,BEmONC,CEmONC,FP,PMTCT,ART,TB,BHI,Inpatient - Paeds,Inpatient - Adult,Basic surgery,MHPSS,SGBV,NCD,Nut. OTP,Nut. TSFP,Nut. SC,Laboratory,Disability,# Clinical staff,Essential meds stockout,FP stockout,Vaccine stockout,Ambulance access,# Inpatient beds - adult,# Inpatient beds - paeds,Electricity,Latrine,Dedicated mobile phone,EPI refrigerator,Protected water source
978,31/12/2020,Unity,Pariang,Bongki Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,4,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
979,31/12/2020,Unity,Pariang,Gumriak Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,3,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
980,31/12/2020,Unity,Pariang,Hakima Yacob Phcc,PHCC,Highly Functional,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,36,No Stockout,No Stockout,No Stockout,Available,64,15,Available,Available,Available,Available,Available
981,31/12/2020,Unity,Pariang,Jamjang Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,6,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
982,01/01/2019,Unity,Pariang,Jaw Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,31/12/2020,Unity,Pariang,Kong Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,4,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
984,01/01/2019,Unity,Pariang,Managuer Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,01/01/2019,Unity,Pariang,Manajoga Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,01/01/2019,Unity,Pariang,Nile Ganga Phcc,PHCC,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,01/01/2019,Unity,Pariang,Nyiel Phcc,PHCC,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,31/12/2020,Unity,Pariang,Pamiir Phcc,PHCC,Highly Functional,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,38,No Stockout,No Stockout,No Stockout,Available,41,10,Available,Available,Available,Available,Available
989,01/01/2019,Unity,Pariang,Panthur Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,31/12/2020,Unity,Pariang,Panyang Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,7,,No Stockout,No Stockout,Available,1,1,Not Available,Available,,Available,Available
991,31/12/2020,Unity,Pariang,Pariang Hospital,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,8,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
992,31/12/2020,Unity,Pariang,Parieng Hospital,Hospital,Highly Functional,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,31,No Stockout,No Stockout,No Stockout,Available,36,6,Available,Available,Available,Available,Available
993,01/01/2019,Unity,Pariang,Wangkuat Phcc,PHCC,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,01/01/2019,Unity,Pariang,Wunkur Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,31/12/2020,Unity,Pariang,Yida Center A Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,11,,No Stockout,No Stockout,Available,1,1,Available,Available,,Available,Available
996,01/01/2019,Unity,Pariang,Yida Centre B Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,31/12/2020,Jonglei,Pibor,Boma Hospital,Hospital,Moderate,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,8,No Stockout,No Stockout,No Stockout,Available,8,10,Available,Available,Available,Available,Available
998,01/01/2019,Jonglei,Pibor,Churri Phcc,PHCC,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,26/08/2019,Jonglei,Pibor,Gumuruk Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,No Stockout,No Stockout,No Stockout,Available,0,0,Available,Available,Available,Available,Available
1000,01/01/2019,Jonglei,Pibor,Kasingor Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,31/12/2020,Jonglei,Pibor,Khoradep Phcu,PHCU,Moderate,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,2,No Stockout,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,Not Available,Available,Available
1002,31/12/2020,Jonglei,Pibor,Labarab Phcu,PHCU,Moderate,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,Recent Stockout,No Stockout,No Stockout,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available
1003,26/08/2019,Jonglei,Pibor,Lekuangole Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,No Stockout,No Stockout,No Stockout,Available,0,0,Available,Available,Available,Available,Available
1004,31/12/2020,Jonglei,Pibor,Meiwun Phcu,PHCU,Moderate,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,No Stockout,No Stockout,Recent Stockout,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available
1005,01/01/2019,Jonglei,Pibor,Nyat Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,31/07/2019,Jonglei,Pibor,Nyatholoch Phcu,PHCU,Moderate,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,No Stockout,No Stockout,No Stockout,Not Available,,,Not Available,Available,Not Available,Not Available,Available
1007,01/01/2019,Jonglei,Pibor,Oagn Phcc,PHCC,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,01/07/2019,Jonglei,Pibor,Pibor County Hospital,Hospital,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,12,Recent Stockout,Recent Stockout,Recent Stockout,Available,10,0,Not Available,Available,Not Available,Available,Not Available
1009,31/12/2020,Jonglei,Pibor,Pibor Phcc,PHCC,Moderate,Available,Available,Available,,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,7,Recent Stockout,No Stockout,No Stockout,Not Available,18,10,Not Available,Not Available,Not Available,Available,Available
1010,01/01/2019,Jonglei,Pibor,Raad Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,31/07/2019,Jonglei,Pibor,Thangajon Phcu,PHCU,Limited,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,No Stockout,No Stockout,No Stockout,Not Available,,,Not Available,Available,Not Available,Not Available,Available
1012,01/01/2019,Jonglei,Pibor,Upper Boma Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,31/12/2020,Jonglei,Pibor,Vertheth Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3,No Stockout,No Stockout,No Stockout,Not Available,1,1,Not Available,Not Available,Not Available,Available,Not Available
1014,31/12/2020,Jonglei,Pigi,Canal Phcc,PHCC,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,1,0,Not Available,Not Available,Not Available,Not Available,Not Available
1015,30/06/2020,Jonglei,Pigi,Diel Mobile Clinic,Mobile,Highly Functional,Available,Available,Available,Not Available,Available,Not Available,Not Available,,,,,Available,,,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,4,No Stockout,No Stockout,No Stockout,Not Available,2,2,Not Available,Available,Not Available,Not Available,Available
1016,31/12/2020,Jonglei,Pigi,Diel Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,1,0,Not Available,Not Available,Not Available,Not Available,Not Available
1017,30/09/2020,Jonglei,Pigi,Khorfulus Phcc,PHCC,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,1,0,Not Available,Not Available,Not Available,Not Available,Not Available
1018,31/12/2020,Jonglei,Pigi,Khorwac Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,17,No Stockout,No Stockout,Recent Stockout,Not Available,5,0,Available,Available,Not Available,Available,Not Available
1019,31/12/2020,Jonglei,Pigi,Kolanyanga Phcu (Temp),PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,1,0,Not Available,Not Available,Not Available,Not Available,Not Available
1020,01/01/2019,Jonglei,Pigi,Pangborong Phcu,PHCU,Non-Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,31/12/2020,Jonglei,Pigi,Patai Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6,Recent Stockout,Recent Stockout,Recent Stockout,Not Available,1,0,Not Available,Not Available,Not Available,Available,Not Available
1022,01/07/2019,Jonglei,Pochalla,Ajuangbai Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7,No Stockout,No Stockout,No Stockout,,0,0,Not Available,,Not Available,Not Available,Not Available
1023,31/12/2020,Jonglei,Pochalla,Ajwara Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Available,Not Available,14,No Stockout,No Stockout,No Stockout,Not Available,2,0,Not Available,Not Available,Not Available,Available,Not Available
1024,31/12/2020,Jonglei,Pochalla,Nyium Phcu,PHCU,Highly Functional,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Not Available,Not Available,Available,Not Available,14,No Stockout,No Stockout,No Stockout,Not Available,2,0,Not Available,Not Available,Not Available,Not Available,Not Available
